content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Selama ini pihak keluarga sudah sering bertanya terkait hasil autopsi kepada pihak terkait, perihal penyebab kematian sang adik.
#Meninggal Usai Vaksin #Vaksin AstraZeneca",Selama ini pihak keluarga sudah sering bertanya terkait hasil autopsi kepada pihak terkait perihal penyebab kematian sang adik Meninggal Usai Vaksin Vaksin AstraZeneca,selama ini pihak keluarga sudah sering bertanya terkait hasil autopsi kepada pihak terkait perihal penyebab kematian sang adik meninggal usai vaksin vaksin astrazeneca,"['selama', 'ini', 'pihak', 'keluarga', 'sudah', 'sering', 'bertanya', 'terkait', 'hasil', 'autopsi', 'kepada', 'pihak', 'terkait', 'perihal', 'penyebab', 'kematian', 'sang', 'adik', 'meninggal', 'usai', 'vaksin', 'vaksin', 'astrazeneca']","['selama', 'ini', 'pihak', 'keluarga', 'sudah', 'sering', 'bertanya', 'terkait', 'hasil', 'autopsi', 'kepada', 'pihak', 'terkait', 'perihal', 'penyebab', 'kematian', 'sang', 'adik', 'meninggal', 'usai', 'vaksin', 'vaksin', 'astrazeneca']","['keluarga', 'terkait', 'hasil', 'autopsi', 'terkait', 'perihal', 'penyebab', 'kematian', 'sang', 'adik', 'meninggal', 'vaksin', 'vaksin', 'astrazeneca']","['keluarga', 'kait', 'hasil', 'autopsi', 'kait', 'perihal', 'sebab', 'mati', 'sang', 'adik', 'tinggal', 'vaksin', 'vaksin', 'astrazeneca']",4,positive,keluarga kait hasil autopsi kait perihal sebab mati sang adik tinggal vaksin vaksin astrazeneca,0
selesai vaksin tahap 1! yeyyyyy! aku dapet vaksin Sinovac! padahal dari kemarin udah siapin Astrazeneca hahahahaha tapi apa ajalah yg penting ikhtiar menuju sehat!,selesai vaksin tahap yeyyyyy aku dapet vaksin Sinovac padahal dari kemarin udah siapin Astrazeneca hahahahaha tapi apa ajalah yg penting ikhtiar menuju sehat ,selesai vaksin tahap yeyyyyy aku dapet vaksin sinovac padahal dari kemarin udah siapin astrazeneca hahahahaha tapi apa ajalah yg penting ikhtiar menuju sehat ,"['selesai', 'vaksin', 'tahap', 'yeyyyyy', 'aku', 'dapet', 'vaksin', 'sinovac', 'padahal', 'dari', 'kemarin', 'udah', 'siapin', 'astrazeneca', 'hahahahaha', 'tapi', 'apa', 'ajalah', 'yg', 'penting', 'ikhtiar', 'menuju', 'sehat']","['selesai', 'vaksin', 'tahap', 'yeyyyyy', 'aku', 'dapat', 'vaksin', 'sinovac', 'padahal', 'dari', 'kemarin', 'sudah', 'siapkan', 'astrazeneca', 'haha', 'tapi', 'apa', 'sajalah', 'yang', 'penting', 'ikhtiar', 'menuju', 'sehat']","['selesai', 'vaksin', 'tahap', 'yeyyyyy', 'vaksin', 'sinovac', 'kemarin', 'siapkan', 'astrazeneca', 'haha', 'ikhtiar', 'sehat']","['selesai', 'vaksin', 'tahap', 'yeyyyyy', 'vaksin', 'sinovac', 'kemarin', 'siap', 'astrazeneca', 'haha', 'ikhtiar', 'sehat']",1,positive,selesai vaksin tahap yeyyyyy vaksin sinovac kemarin siap astrazeneca haha ikhtiar sehat,0
"Sementara itu, Kepala @BPOM_RI,  Penny Lukito, memastikan bahwa BPOM siap menjamin kualitas vaksin AstraZeneca dari pemerintah Jepang sebelum dapat digunakan masyarakat. #indonesiamajuÃ°ÂÂÂ²Ã°ÂÂÂ¨ 
#indonesiabebascovid19 

Ã¢ÂÂ https://t.co/mtpBf96DTb",Sementara itu Kepala Penny Lukito memastikan bahwa BPOM siap menjamin kualitas vaksin AstraZeneca dari pemerintah Jepang sebelum dapat digunakan masyarakat indonesiamaju indonesiabebascovid ,sementara itu kepala penny lukito memastikan bahwa bpom siap menjamin kualitas vaksin astrazeneca dari pemerintah jepang sebelum dapat digunakan masyarakat indonesiamaju indonesiabebascovid ,"['sementara', 'itu', 'kepala', 'penny', 'lukito', 'memastikan', 'bahwa', 'bpom', 'siap', 'menjamin', 'kualitas', 'vaksin', 'astrazeneca', 'dari', 'pemerintah', 'jepang', 'sebelum', 'dapat', 'digunakan', 'masyarakat', 'indonesiamaju', 'indonesiabebascovid']","['sementara', 'itu', 'kepala', 'penny', 'lukito', 'memastikan', 'bahwa', 'badan pengawas obat dan makanan', 'siap', 'menjamin', 'kualitas', 'vaksin', 'astrazeneca', 'dari', 'pemerintah', 'jepang', 'sebelum', 'dapat', 'digunakan', 'masyarakat', 'indonesiamaju', 'indonesia bebas covid']","['kepala', 'penny', 'lukito', 'badan pengawas obat dan makanan', 'menjamin', 'kualitas', 'vaksin', 'astrazeneca', 'pemerintah', 'jepang', 'masyarakat', 'indonesiamaju', 'indonesia bebas covid']","['kepala', 'penny', 'lukito', 'badan awas obat dan makan', 'jamin', 'kualitas', 'vaksin', 'astrazeneca', 'perintah', 'jepang', 'masyarakat', 'indonesiamaju', 'indonesia bebas covid']",-1,negative,kepala penny lukito badan awas obat dan makan jamin kualitas vaksin astrazeneca perintah jepang masyarakat indonesiamaju indonesia bebas covid,1
Semoga bisa double vaksin AstraZeneca juga deh,Semoga bisa double vaksin AstraZeneca juga deh,semoga bisa double vaksin astrazeneca juga deh,"['semoga', 'bisa', 'double', 'vaksin', 'astrazeneca', 'juga', 'deh']","['semoga', 'bisa', 'double', 'vaksin', 'astrazeneca', 'juga', 'deh']","['semoga', 'double', 'vaksin', 'astrazeneca', 'deh']","['moga', 'double', 'vaksin', 'astrazeneca', 'deh']",1,positive,moga double vaksin astrazeneca deh,0
"Semoga bisa tidur cepet, besok pagi vaksin pertama Astrazeneca. Wish me luck!",Semoga bisa tidur cepet besok pagi vaksin pertama Astrazeneca Wish me luck ,semoga bisa tidur cepet besok pagi vaksin pertama astrazeneca wish me luck ,"['semoga', 'bisa', 'tidur', 'cepet', 'besok', 'pagi', 'vaksin', 'pertama', 'astrazeneca', 'wish', 'me', 'luck']","['semoga', 'bisa', 'tidur', 'cepat', 'besok', 'pagi', 'vaksin', 'pertama', 'astrazeneca', 'wish', 'me', 'luck']","['semoga', 'tidur', 'cepat', 'besok', 'pagi', 'vaksin', 'astrazeneca', 'wish', 'me', 'luck']","['moga', 'tidur', 'cepat', 'besok', 'pagi', 'vaksin', 'astrazeneca', 'wish', 'me', 'luck']",3,positive,moga tidur cepat besok pagi vaksin astrazeneca wish me luck,0
Semoga efek samping vaksin astrazeneca ga terlalu berasa,Semoga efek samping vaksin astrazeneca ga terlalu berasa,semoga efek samping vaksin astrazeneca ga terlalu berasa,"['semoga', 'efek', 'samping', 'vaksin', 'astrazeneca', 'ga', 'terlalu', 'berasa']","['semoga', 'efek', 'samping', 'vaksin', 'astrazeneca', 'tidak', 'terlalu', 'berasa']","['semoga', 'efek', 'samping', 'vaksin', 'astrazeneca', 'berasa']","['moga', 'efek', 'samping', 'vaksin', 'astrazeneca', 'asa']",-2,negative,moga efek samping vaksin astrazeneca asa,1
"Sempat Trending Topic, Ini Bedanya Cara Kerja Vaksin Covid-19 Sinovac dan AstraZeneca Ã¢ÂÂÃÂ Suara https://t.co/geqPWkMq1X",Sempat Trending Topic Ini Bedanya Cara Kerja Vaksin Covid Sinovac dan AstraZeneca Suara ,sempat trending topic ini bedanya cara kerja vaksin covid sinovac dan astrazeneca suara ,"['sempat', 'trending', 'topic', 'ini', 'bedanya', 'cara', 'kerja', 'vaksin', 'covid', 'sinovac', 'dan', 'astrazeneca', 'suara']","['sempat', 'mengetren', 'topic', 'ini', 'bedanya', 'cara', 'kerja', 'vaksin', 'covid', 'sinovac', 'dan', 'astrazeneca', 'suara']","['mengetren', 'topic', 'bedanya', 'kerja', 'vaksin', 'covid', 'sinovac', 'astrazeneca', 'suara']","['tren', 'topic', 'beda', 'kerja', 'vaksin', 'covid', 'sinovac', 'astrazeneca', 'suara']",-1,negative,tren topic beda kerja vaksin covid sinovac astrazeneca suara,1
Semua Vaksin yg kusebutkan itu bagus dan baik digunakan guys. Apalagi Vaksin Astrazeneca ini ampuh melawan Covid-19 guys. Jd efektivitasnya sudah diatas 80% ya guys https://t.co/OJfRKCPbbR,Semua Vaksin yg kusebutkan itu bagus dan baik digunakan guys Apalagi Vaksin Astrazeneca ini ampuh melawan Covid guys Jd efektivitasnya sudah diatas ya guys ,semua vaksin yg kusebutkan itu bagus dan baik digunakan guys apalagi vaksin astrazeneca ini ampuh melawan covid guys jd efektivitasnya sudah diatas ya guys ,"['semua', 'vaksin', 'yg', 'kusebutkan', 'itu', 'bagus', 'dan', 'baik', 'digunakan', 'guys', 'apalagi', 'vaksin', 'astrazeneca', 'ini', 'ampuh', 'melawan', 'covid', 'guys', 'jd', 'efektivitasnya', 'sudah', 'diatas', 'ya', 'guys']","['semua', 'vaksin', 'yang', 'kusebutkan', 'itu', 'bagus', 'dan', 'baik', 'digunakan', 'guys', 'apalagi', 'vaksin', 'astrazeneca', 'ini', 'ampuh', 'melawan', 'covid', 'guys', 'jadi', 'efektivitasnya', 'sudah', 'di atas', 'ya', 'guys']","['vaksin', 'kusebutkan', 'bagus', 'guys', 'vaksin', 'astrazeneca', 'ampuh', 'melawan', 'covid', 'guys', 'efektivitasnya', 'di atas', 'guys']","['vaksin', 'sebut', 'bagus', 'guys', 'vaksin', 'astrazeneca', 'ampuh', 'lawan', 'covid', 'guys', 'efektivitas', 'di atas', 'guys']",-2,negative,vaksin sebut bagus guys vaksin astrazeneca ampuh lawan covid guys efektivitas di atas guys,1
Kalo ada info vaksin astrazeneca info ya gaes,Kalo ada info vaksin astrazeneca info ya gaes,kalo ada info vaksin astrazeneca info ya gaes,"['kalo', 'ada', 'info', 'vaksin', 'astrazeneca', 'info', 'ya', 'gaes']","['kalau', 'ada', 'info', 'vaksin', 'astrazeneca', 'info', 'ya', 'guys']","['info', 'vaksin', 'astrazeneca', 'info', 'guys']","['info', 'vaksin', 'astrazeneca', 'info', 'guys']",-5,negative,info vaksin astrazeneca info guys,1
Setelah melewati 36 jam pasca vaksin AstraZeneca Bismillah!,Setelah melewati jam pasca vaksin AstraZeneca Bismillah ,setelah melewati jam pasca vaksin astrazeneca bismillah ,"['setelah', 'melewati', 'jam', 'pasca', 'vaksin', 'astrazeneca', 'bismillah']","['setelah', 'melewati', 'jam', 'pasca', 'vaksin', 'astrazeneca', 'bismillah']","['melewati', 'jam', 'pasca', 'vaksin', 'astrazeneca', 'bismillah']","['lewat', 'jam', 'pasca', 'vaksin', 'astrazeneca', 'bismillah']",1,positive,lewat jam pasca vaksin astrazeneca bismillah,0
"Setelah td pagi vaksin pakai AstraZeneca, yg pertama dirasain adalah ngantuk bgt dan laper.. sekarang badan meriang, demam dan pusing bgt. Sudah minum obat",Setelah td pagi vaksin pakai AstraZeneca yg pertama dirasain adalah ngantuk bgt dan laper sekarang badan meriang demam dan pusing bgt Sudah minum obat,setelah td pagi vaksin pakai astrazeneca yg pertama dirasain adalah ngantuk bgt dan laper sekarang badan meriang demam dan pusing bgt sudah minum obat,"['setelah', 'td', 'pagi', 'vaksin', 'pakai', 'astrazeneca', 'yg', 'pertama', 'dirasain', 'adalah', 'ngantuk', 'bgt', 'dan', 'laper', 'sekarang', 'badan', 'meriang', 'demam', 'dan', 'pusing', 'bgt', 'sudah', 'minum', 'obat']","['setelah', 'tadi', 'pagi', 'vaksin', 'pakai', 'astrazeneca', 'yang', 'pertama', 'dirasain', 'adalah', 'mengantuk', 'banget', 'dan', 'lapar', 'sekarang', 'badan', 'meriang', 'demam', 'dan', 'pusing', 'banget', 'sudah', 'minum', 'obat']","['pagi', 'vaksin', 'pakai', 'astrazeneca', 'dirasain', 'mengantuk', 'banget', 'lapar', 'badan', 'meriang', 'demam', 'pusing', 'banget', 'minum', 'obat']","['pagi', 'vaksin', 'pakai', 'astrazeneca', 'dirasain', 'antuk', 'banget', 'lapar', 'badan', 'meriang', 'demam', 'pusing', 'banget', 'minum', 'obat']",-26,negative,pagi vaksin pakai astrazeneca dirasain antuk banget lapar badan meriang demam pusing banget minum obat,1
"setelah vaksin Astrazeneca hari pertama malamnya sumeng, Hari kedua aman. Hari keempat aman sentosa.",setelah vaksin Astrazeneca hari pertama malamnya sumeng Hari kedua aman Hari keempat aman sentosa ,setelah vaksin astrazeneca hari pertama malamnya sumeng hari kedua aman hari keempat aman sentosa ,"['setelah', 'vaksin', 'astrazeneca', 'hari', 'pertama', 'malamnya', 'sumeng', 'hari', 'kedua', 'aman', 'hari', 'keempat', 'aman', 'sentosa']","['setelah', 'vaksin', 'astrazeneca', 'hari', 'pertama', 'malamnya', 'sumeng', 'hari', 'kedua', 'aman', 'hari', 'keempat', 'aman', 'sentosa']","['vaksin', 'astrazeneca', 'malamnya', 'sumeng', 'aman', 'keempat', 'aman', 'sentosa']","['vaksin', 'astrazeneca', 'malam', 'sumeng', 'aman', 'empat', 'aman', 'sentosa']",12,positive,vaksin astrazeneca malam sumeng aman empat aman sentosa,0
"SETELAH VAKSIN ASTRAZENECA, badan mati rasa tak ditanggung BPJS

mengunggah kondisi seorang wanita bernama Nani yang mengalami efek samping setelah disuntik vaksin Covid-19 AstraZeneca.",SETELAH VAKSIN ASTRAZENECA badan mati rasa tak ditanggung BPJS mengunggah kondisi seorang wanita bernama Nani yang mengalami efek samping setelah disuntik vaksin Covid AstraZeneca ,setelah vaksin astrazeneca badan mati rasa tak ditanggung bpjs mengunggah kondisi seorang wanita bernama nani yang mengalami efek samping setelah disuntik vaksin covid astrazeneca ,"['setelah', 'vaksin', 'astrazeneca', 'badan', 'mati', 'rasa', 'tak', 'ditanggung', 'bpjs', 'mengunggah', 'kondisi', 'seorang', 'wanita', 'bernama', 'nani', 'yang', 'mengalami', 'efek', 'samping', 'setelah', 'disuntik', 'vaksin', 'covid', 'astrazeneca']","['setelah', 'vaksin', 'astrazeneca', 'badan', 'mati', 'rasa', 'tak', 'ditanggung', 'badan penyelenggara jaminan sosial', 'mengunggah', 'kondisi', 'seorang', 'wanita', 'bernama', 'nani', 'yang', 'mengalami', 'efek', 'samping', 'setelah', 'disuntik', 'vaksin', 'covid', 'astrazeneca']","['vaksin', 'astrazeneca', 'badan', 'mati', 'ditanggung', 'badan penyelenggara jaminan sosial', 'mengunggah', 'kondisi', 'wanita', 'bernama', 'nani', 'mengalami', 'efek', 'samping', 'disuntik', 'vaksin', 'covid', 'astrazeneca']","['vaksin', 'astrazeneca', 'badan', 'mati', 'tanggung', 'badan selenggara jamin sosial', 'unggah', 'kondisi', 'wanita', 'nama', 'nan', 'alami', 'efek', 'samping', 'suntik', 'vaksin', 'covid', 'astrazeneca']",-13,negative,vaksin astrazeneca badan mati tanggung badan selenggara jamin sosial unggah kondisi wanita nama nan alami efek samping suntik vaksin covid astrazeneca,1
Setelah vaksin masih belum ada gejala sampai hari ke-2. semoga tidak ada gejala Ã°ÂÂÂ Vaksin AstraZeneca #VaksinAz #VaksinAstraZ https://t.co/e3PAFEJFJX,Setelah vaksin masih belum ada gejala sampai hari ke semoga tidak ada gejala Vaksin AstraZeneca VaksinAz VaksinAstraZ ,setelah vaksin masih belum ada gejala sampai hari ke semoga tidak ada gejala vaksin astrazeneca vaksinaz vaksinastraz ,"['setelah', 'vaksin', 'masih', 'belum', 'ada', 'gejala', 'sampai', 'hari', 'ke', 'semoga', 'tidak', 'ada', 'gejala', 'vaksin', 'astrazeneca', 'vaksinaz', 'vaksinastraz']","['setelah', 'vaksin', 'masih', 'belum', 'ada', 'gejala', 'sampai', 'hari', 'ke', 'semoga', 'tidak', 'ada', 'gejala', 'vaksin', 'astrazeneca', 'vaksin astrazeneca', 'vaksin astrazeneca']","['vaksin', 'gejala', 'semoga', 'gejala', 'vaksin', 'astrazeneca', 'vaksin astrazeneca', 'vaksin astrazeneca']","['vaksin', 'gejala', 'moga', 'gejala', 'vaksin', 'astrazeneca', 'vaksin astrazeneca', 'vaksin astrazeneca']",1,positive,vaksin gejala moga gejala vaksin astrazeneca vaksin astrazeneca vaksin astrazeneca,0
"Setiap orang pasti mengalami efek samping berbeda setelah dapatkan vaksinasi, tapi vaksin AstraZeneca dan Pfizer lebih banyak manfaatnya daripada efek sampingnya loh https://t.co/m90klpW0xj",Setiap orang pasti mengalami efek samping berbeda setelah dapatkan vaksinasi tapi vaksin AstraZeneca dan Pfizer lebih banyak manfaatnya daripada efek sampingnya loh ,setiap orang pasti mengalami efek samping berbeda setelah dapatkan vaksinasi tapi vaksin astrazeneca dan pfizer lebih banyak manfaatnya daripada efek sampingnya loh ,"['setiap', 'orang', 'pasti', 'mengalami', 'efek', 'samping', 'berbeda', 'setelah', 'dapatkan', 'vaksinasi', 'tapi', 'vaksin', 'astrazeneca', 'dan', 'pfizer', 'lebih', 'banyak', 'manfaatnya', 'daripada', 'efek', 'sampingnya', 'loh']","['setiap', 'orang', 'pasti', 'mengalami', 'efek', 'samping', 'berbeda', 'setelah', 'dapatkan', 'vaksinasi', 'tapi', 'vaksin', 'astrazeneca', 'dan', 'pfizer', 'lebih', 'banyak', 'manfaatnya', 'daripada', 'efek', 'sampingnya', 'lah']","['orang', 'mengalami', 'efek', 'samping', 'berbeda', 'dapatkan', 'vaksinasi', 'vaksin', 'astrazeneca', 'pfizer', 'manfaatnya', 'efek', 'sampingnya']","['orang', 'alami', 'efek', 'samping', 'beda', 'dapat', 'vaksinasi', 'vaksin', 'astrazeneca', 'pfizer', 'manfaat', 'efek', 'samping']",-8,negative,orang alami efek samping beda dapat vaksinasi vaksin astrazeneca pfizer manfaat efek samping,1
Sial banget antri vaksin 4 jam zonk dapet AstraZeneca,Sial banget antri vaksin jam zonk dapet AstraZeneca,sial banget antri vaksin jam zonk dapet astrazeneca,"['sial', 'banget', 'antri', 'vaksin', 'jam', 'zonk', 'dapet', 'astrazeneca']","['sial', 'banget', 'antre', 'vaksin', 'jam', 'apes', 'dapat', 'astrazeneca']","['sial', 'banget', 'antre', 'vaksin', 'jam', 'apes', 'astrazeneca']","['sial', 'banget', 'antre', 'vaksin', 'jam', 'apes', 'astrazeneca']",-9,negative,sial banget antre vaksin jam apes astrazeneca,1
"Statement Ini bener sih,
Aku dan temen temenku yang sudah vaksin astrazeneca dosis kedua sudah 2 hari ini tidak merasakan adanya KIPI atau efek samping",Statement Ini bener sih Aku dan temen temenku yang sudah vaksin astrazeneca dosis kedua sudah hari ini tidak merasakan adanya KIPI atau efek samping,statement ini bener sih aku dan temen temenku yang sudah vaksin astrazeneca dosis kedua sudah hari ini tidak merasakan adanya kipi atau efek samping,"['statement', 'ini', 'bener', 'sih', 'aku', 'dan', 'temen', 'temenku', 'yang', 'sudah', 'vaksin', 'astrazeneca', 'dosis', 'kedua', 'sudah', 'hari', 'ini', 'tidak', 'merasakan', 'adanya', 'kipi', 'atau', 'efek', 'samping']","['pernyataan', 'ini', 'benar', 'sih', 'aku', 'dan', 'teman', 'temanku', 'yang', 'sudah', 'vaksin', 'astrazeneca', 'dosis', 'kedua', 'sudah', 'hari', 'ini', 'tidak', 'merasakan', 'adanya', 'kipi', 'atau', 'efek', 'samping']","['pernyataan', 'teman', 'temanku', 'vaksin', 'astrazeneca', 'dosis', 'merasakan', 'kipi', 'efek', 'samping']","['nyata', 'teman', 'teman', 'vaksin', 'astrazeneca', 'dosis', 'rasa', 'kipi', 'efek', 'samping']",-4,negative,nyata teman teman vaksin astrazeneca dosis rasa kipi efek samping,1
"Stok AstraZeneca Habis, Pemberian Vaksin Covid-19 di Sleman Kembali Gunakan Sinovac https://t.co/WgQo3akUmX #beritajogja #jogja #jogjaistimewa",Stok AstraZeneca Habis Pemberian Vaksin Covid di Sleman Kembali Gunakan Sinovac beritajogja jogja jogjaistimewa,stok astrazeneca habis pemberian vaksin covid di sleman kembali gunakan sinovac beritajogja jogja jogjaistimewa,"['stok', 'astrazeneca', 'habis', 'pemberian', 'vaksin', 'covid', 'di', 'sleman', 'kembali', 'gunakan', 'sinovac', 'beritajogja', 'jogja', 'jogjaistimewa']","['stok', 'astrazeneca', 'habis', 'pemberian', 'vaksin', 'covid', 'di', 'sleman', 'kembali', 'gunakan', 'sinovac', 'beritajogja', 'yoyakarta', 'jogjaistimewa']","['stok', 'astrazeneca', 'habis', 'pemberian', 'vaksin', 'covid', 'sleman', 'sinovac', 'beritajogja', 'yoyakarta', 'jogjaistimewa']","['stok', 'astrazeneca', 'habis', 'beri', 'vaksin', 'covid', 'sleman', 'sinovac', 'beritajogja', 'yoyakarta', 'jogjaistimewa']",-3,negative,stok astrazeneca habis beri vaksin covid sleman sinovac beritajogja yoyakarta jogjaistimewa,1
Studi baru menunjukkan dua dosis vaksin AstraZeneca dapat membentuk kekebalan yang kuat selama setahun. Bahkan dosis ketiga dapat memperkuat imun. https://t.co/23CT6okpqp,Studi baru menunjukkan dua dosis vaksin AstraZeneca dapat membentuk kekebalan yang kuat selama setahun Bahkan dosis ketiga dapat memperkuat imun ,studi baru menunjukkan dua dosis vaksin astrazeneca dapat membentuk kekebalan yang kuat selama setahun bahkan dosis ketiga dapat memperkuat imun ,"['studi', 'baru', 'menunjukkan', 'dua', 'dosis', 'vaksin', 'astrazeneca', 'dapat', 'membentuk', 'kekebalan', 'yang', 'kuat', 'selama', 'setahun', 'bahkan', 'dosis', 'ketiga', 'dapat', 'memperkuat', 'imun']","['studi', 'baru', 'menunjukkan', 'dua', 'dosis', 'vaksin', 'astrazeneca', 'dapat', 'membentuk', 'kekebalan', 'yang', 'kuat', 'selama', 'setahun', 'bahkan', 'dosis', 'ketiga', 'dapat', 'memperkuat', 'imun']","['studi', 'dosis', 'vaksin', 'astrazeneca', 'membentuk', 'kekebalan', 'kuat', 'setahun', 'dosis', 'ketiga', 'memperkuat', 'imun']","['studi', 'dosis', 'vaksin', 'astrazeneca', 'bentuk', 'kebal', 'kuat', 'tahun', 'dosis', 'tiga', 'kuat', 'imun']",6,positive,studi dosis vaksin astrazeneca bentuk kebal kuat tahun dosis tiga kuat imun,0
Studi Inggris: Mencampur Vaksin AstraZeneca dengan Vaksin Ini Dapat Menambah Kekebalan https://t.co/MoiQU31zHa https://t.co/OPZ5y49fzV,Studi Inggris Mencampur Vaksin AstraZeneca dengan Vaksin Ini Dapat Menambah Kekebalan ,studi inggris mencampur vaksin astrazeneca dengan vaksin ini dapat menambah kekebalan ,"['studi', 'inggris', 'mencampur', 'vaksin', 'astrazeneca', 'dengan', 'vaksin', 'ini', 'dapat', 'menambah', 'kekebalan']","['studi', 'inggris', 'mencampur', 'vaksin', 'astrazeneca', 'dengan', 'vaksin', 'ini', 'dapat', 'menambah', 'kekebalan']","['studi', 'inggris', 'mencampur', 'vaksin', 'astrazeneca', 'vaksin', 'menambah', 'kekebalan']","['studi', 'inggris', 'campur', 'vaksin', 'astrazeneca', 'vaksin', 'tambah', 'kebal']",12,positive,studi inggris campur vaksin astrazeneca vaksin tambah kebal,0
Sudah 1 minggu sejak divaksin pake AstraZeneca. Efek sampingnya ga separah yg dialami orang lain yg menerima vaksin sejenis. Bisa terjadi karena kondisi dan respon tubuh tiap orang memang berbeda khususnya ketika menerima 'sesuatu' yg baru dan masuk ke dalam tubuh.,Sudah minggu sejak divaksin pake AstraZeneca Efek sampingnya ga separah yg dialami orang lain yg menerima vaksin sejenis Bisa terjadi karena kondisi dan respon tubuh tiap orang memang berbeda khususnya ketika menerima sesuatu yg baru dan masuk ke dalam tubuh ,sudah minggu sejak divaksin pake astrazeneca efek sampingnya ga separah yg dialami orang lain yg menerima vaksin sejenis bisa terjadi karena kondisi dan respon tubuh tiap orang memang berbeda khususnya ketika menerima sesuatu yg baru dan masuk ke dalam tubuh ,"['sudah', 'minggu', 'sejak', 'divaksin', 'pake', 'astrazeneca', 'efek', 'sampingnya', 'ga', 'separah', 'yg', 'dialami', 'orang', 'lain', 'yg', 'menerima', 'vaksin', 'sejenis', 'bisa', 'terjadi', 'karena', 'kondisi', 'dan', 'respon', 'tubuh', 'tiap', 'orang', 'memang', 'berbeda', 'khususnya', 'ketika', 'menerima', 'sesuatu', 'yg', 'baru', 'dan', 'masuk', 'ke', 'dalam', 'tubuh']","['sudah', 'minggu', 'sejak', 'divaksin', 'pakai', 'astrazeneca', 'efek', 'sampingnya', 'tidak', 'separah', 'yang', 'dialami', 'orang', 'lain', 'yang', 'menerima', 'vaksin', 'sejenis', 'bisa', 'terjadi', 'karena', 'kondisi', 'dan', 'respon', 'tubuh', 'tiap', 'orang', 'memang', 'berbeda', 'khususnya', 'ketika', 'menerima', 'sesuatu', 'yang', 'baru', 'dan', 'masuk', 'ke', 'dalam', 'tubuh']","['minggu', 'divaksin', 'pakai', 'astrazeneca', 'efek', 'sampingnya', 'separah', 'dialami', 'orang', 'menerima', 'vaksin', 'sejenis', 'kondisi', 'respon', 'tubuh', 'orang', 'berbeda', 'menerima', 'masuk', 'tubuh']","['minggu', 'vaksin', 'pakai', 'astrazeneca', 'efek', 'samping', 'parah', 'alami', 'orang', 'terima', 'vaksin', 'jenis', 'kondisi', 'respon', 'tubuh', 'orang', 'beda', 'terima', 'masuk', 'tubuh']",-19,negative,minggu vaksin pakai astrazeneca efek samping parah alami orang terima vaksin jenis kondisi respon tubuh orang beda terima masuk tubuh,1
Sudah pernah dibahas..... Produk vaksin Astrazeneca mengandung tripsin Babi https://t.co/l6oigq7jPx,Sudah pernah dibahas Produk vaksin Astrazeneca mengandung tripsin Babi ,sudah pernah dibahas produk vaksin astrazeneca mengandung tripsin babi ,"['sudah', 'pernah', 'dibahas', 'produk', 'vaksin', 'astrazeneca', 'mengandung', 'tripsin', 'babi']","['sudah', 'pernah', 'dibahas', 'produk', 'vaksin', 'astrazeneca', 'mengandung', 'tripsin', 'babi']","['dibahas', 'produk', 'vaksin', 'astrazeneca', 'mengandung', 'tripsin', 'babi']","['bahas', 'produk', 'vaksin', 'astrazeneca', 'kandung', 'tripsin', 'babi']",1,positive,bahas produk vaksin astrazeneca kandung tripsin babi,0
